Name,Content Type,Removed in Version,Reason,Replacement Content,Replacement Content Link
ESCU - Get DNS Server History for a host - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get DNS traffic ratio - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get EC2 Instance Details by instanceId - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get EC2 Launch Details - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Email Info - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Emails From Specific Sender - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get First Occurrence and Last Occurrence of a MAC Address - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get History Of Email Sources - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Logon Rights Modifications For Endpoint - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Logon Rights Modifications For User - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Notable History - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Outbound Emails to Hidden Cobra Threat Actors - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Parent Process Info - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Process File Activity - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Process Info - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Process Information For Port Activity - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Process Responsible For The DNS Traffic - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Sysmon WMI Activity for Host - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Get Web Session Information via session id - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate AWS activities via region name - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate AWS User Activities by user field - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Failed Logins for Multiple Destinations - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Network Traffic From src ip - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Okta Activity by app - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Okta Activity by IP Address - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Pass the Hash Attempts - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Pass the Ticket Attempts - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Previous Unseen User - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Successful Remote Desktop Authentications - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Suspicious Strings in HTTP Header - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate User Activities In Okta - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
ESCU - Investigate Web POSTs From src - Response Task,Investigation,5.2.0,"As of Splunk Enterprise Security version 8.0, Splunk Enterprise Security no longer supports Investigations. As such, all Investigations have been deprecated in ES Content Update.",No Replacement Content Available,No Content Link Available
AWS Cross Account Activity,Story,5.4.0,All associated detections with this story have been deprecated,No Replacement Content Available,No Content Link Available
AWS Cryptomining,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Cloud Cryptomining,https://research.splunk.com/stories/cloud_cryptomining
AWS Suspicious Provisioning Activities,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Suspicious Cloud Provisioning Activities,https://research.splunk.com/stories/suspicious_cloud_provisioning_activities
Common Phishing Frameworks,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
Container Implantation Monitoring and Investigation,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Kubernetes Security,https://research.splunk.com/stories/kubernetes_security
Earth Estries,Story,5.4.0,Analytic Story has been replaced by a new analytic story with a more specific name,Salt Typhoon,https://research.splunk.com/stories/salt_typhoon
Host Redirection,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
Kubernetes Sensitive Role Activity,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Kubernetes Security,https://research.splunk.com/stories/kubernetes_security
Lateral Movement,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Compromised User Account,https://research.splunk.com/stories/compromised_user_account
Monitor Backup Solution,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
Monitor for Unauthorized Software,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
Nexus APT Threat Activity,Story,5.4.0,Analytic Story has been replaced by a new analytic story with a more specific name,China-Nexus Threat Activity,https://research.splunk.com/stories/china-nexus_threat_activity
Office 365 Detections,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Office 365 Account Takeover,https://research.splunk.com/stories/office_365_account_takeover
Spectre And Meltdown Vulnerabilities,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
Suspicious AWS EC2 Activities,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Suspicious Cloud Instance Activities,https://research.splunk.com/stories/suspicious_cloud_instance_activities
Unusual AWS EC2 Modifications,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,Suspicious Cloud Instance Activities,https://research.splunk.com/stories/suspicious_cloud_instance_activities
Web Fraud Detection,Story,5.2.0,Analytic Story deprecated as it no longer effectively identifies the intended malicious activity,No Replacement Content Available,No Content Link Available
